"시도명",시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,신호기설치방식,도로형태,주도로여부,신호등관리번호,신호등구분,신호등색종류,신호등화방식,신호등화순서,신호등화시간,광원종류,신호제어방식,신호시간결정방식,점멸등운영여부,점멸등운영시작시각,점멸등운영종료시각,보행자작동신호기유무,잔여시간표시기유무,시각장애인용음향신호기유무,도로안내표지일련번호,관리기관명,관리기관전화번호,데이터기준일자
"세종특별자치시",없음,시도,없음,장기로,03,,세종특별자치시 장군면 봉안리 508,36.4989390,127.2257980,03,02,Y,당암3-2,01,4,4,녹색화살표+녹색+황색+적색,33+102+3+22,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,장기로,03,,세종특별자치시 장군면 봉안리 508,36.4987980,127.2257420,03,02,Y,당암3-3,01,3,3,녹색+황색+적색,102+3+124,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,장기로,03,,세종특별자치시 장군면 봉안리 508,36.4988070,127.2259960,03,02,Y,당암3-4,01,3,3,녹색+황색+적색,102+3+124,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,장기로,03,,세종특별자치시 장군면 봉안리 508,36.4988070,127.2259960,03,02,Y,당암3-5,01,3,3,녹색화살표+황색+적색,25+3+132,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,장기로,03,,세종특별자치시 장군면 봉안리 508,36.4989520,127.2259650,03,02,Y,당암3-6,01,3,3,녹색화살표+황색+적색,25+3+132,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,오봉로,03,,세종특별자치시 조치원읍 봉산리 140,36.6044360,127.2787190,03,02,Y,봉산3-1,01,4,4,녹색화살표+녹색+황색+적색,13+64+3+20,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,오봉로,03,,세종특별자치시 조치원읍 봉산리 140,36.6043460,127.2786320,03,02,Y,봉산3-2,01,4,4,녹색화살표+녹색+황색+적색,13+64+3+20,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,오봉로,03,,세종특별자치시 조치원읍 봉산리 140,36.6042790,127.2787350,03,02,Y,봉산3-3,01,3,3,녹색+황색+적색,64+3+33,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,오봉로,03,,세종특별자치시 조치원읍 봉산리 140,36.6043590,127.2788180,03,02,Y,봉산3-4,01,3,3,녹색+황색+적색,64+3+33,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,오봉로,03,,세종특별자치시 조치원읍 봉산리 140,36.6043220,127.2788090,03,02,Y,봉산3-5,01,3,3,녹색화살표+황색+적색,23+3+74,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,오봉로,03,,세종특별자치시 조치원읍 봉산리 140,36.6043460,127.2786320,03,02,Y,봉산3-6,01,3,3,녹색화살표+황색+적색,23+3+74,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,왕의물로,03,,세종특별자치시 전의면 관정리 297-4,36.6994990,127.2100810,03,02,Y,관정4-1,01,4,3,녹색화살표+황색+적색,20+3+127,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,왕의물로,03,,세종특별자치시 전의면 관정리 297-4,36.6993380,127.2100850,03,02,Y,관정4-2,01,3,3,녹색화살표+황색+적색,30+3+117,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,왕의물로,03,,세종특별자치시 전의면 관정리 297-4,36.6993680,127.2103100,03,02,Y,관정4-3,01,3,3,녹색화살표+황색+적색,30+3+117,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,왕의물로,03,,세종특별자치시 전의면 관정리 297-4,36.6993680,127.2103100,03,02,Y,관정4-4,01,4,4,녹색+녹색화살표+황색+적색,80+20+3+47,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,왕의물로,03,,세종특별자치시 전의면 관정리 297-4,36.6998440,127.2102860,03,02,Y,관정4-5,01,4,4,녹색+녹색화살표+황색+적색,80+20+3+47,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,왕의물로,03,,세종특별자치시 전의면 관정리 297-4,36.6994990,127.2100810,03,02,Y,관정4-6,01,4,4,녹색+녹색화살표+황색+적색,80+20+3+47,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,왕의물로,03,,세종특별자치시 전의면 관정리 297-4,36.6993380,127.2100850,03,02,Y,관정4-7,01,4,4,녹색+녹색화살표+황색+적색,80+20+3+47,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,왕의물로,03,,세종특별자치시 전의면 동교리 249-1,36.6893610,127.2052900,03,02,Y,동교4-1,01,4,3,녹색화살표+황색+적색,20+3+127,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,왕의물로,03,,세종특별자치시 전의면 동교리 249-1,36.6893570,127.2051270,03,02,Y,동교4-2,01,4,3,녹색화살표+황색+적색,20+3+127,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,왕의물로,03,,세종특별자치시 전의면 동교리 249-1,36.6892580,127.2051470,03,02,Y,동교4-3,01,4,3,녹색화살표+황색+적색,33+3+114,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,왕의물로,03,,세종특별자치시 전의면 동교리 249-1,36.6892550,127.2053010,03,02,Y,동교4-4,01,4,3,녹색화살표+황색+적색,33+3+114,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,왕의물로,03,,세종특별자치시 전의면 동교리 249-1,36.6892550,127.2053010,03,02,Y,동교4-5,01,4,4,녹색+녹색화살표+황색+적색,77+20+3+50,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,왕의물로,03,,세종특별자치시 전의면 동교리 249-1,36.6893610,127.2052900,03,02,Y,동교4-6,01,4,4,녹색+녹색화살표+황색+적색,77+20+3+50,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,왕의물로,03,,세종특별자치시 전의면 동교리 249-1,36.6893570,127.2051270,03,02,Y,동교4-7,01,4,4,녹색+녹색화살표+황색+적색,77+20+3+50,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,왕의물로,03,,세종특별자치시 전의면 동교리 249-1,36.6892580,127.2051470,03,02,Y,동교4-8,01,4,4,녹색+녹색화살표+황색+적색,77+20+3+50,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,내판로,03,,세종특별자치시 연동면 내판리 325-2,36.5481430,127.3253340,03,02,Y,내판4-1,01,4,3,녹색화살표+황색+적색,20+3+97,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,내판로,03,,세종특별자치시 연동면 내판리 325-2,36.5482640,127.3251040,03,02,Y,내판4-2,01,4,3,녹색화살표+황색+적색,20+3+97,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,내판로,03,,세종특별자치시 연동면 내판리 325-2,36.5481960,127.3249530,03,02,Y,내판4-3,01,4,3,녹색화살표+황색+적색,35+3+82,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,내판로,03,,세종특별자치시 연동면 내판리 325-2,36.5481500,127.3251940,03,02,Y,내판4-4,01,4,3,녹색화살표+황색+적색,35+3+82,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,내판로,03,,세종특별자치시 연동면 내판리 325-2,36.5481210,127.3251230,03,02,Y,내판4-5,01,4,4,녹색+녹색화살표+황색+적색,45+20+3+52,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,내판로,03,,세종특별자치시 연동면 내판리 325-2,36.5482020,127.3252780,03,02,Y,내판4-6,01,4,4,녹색+녹색화살표+황색+적색,45+20+3+52,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,내판로,03,,세종특별자치시 연동면 내판리 325-2,36.5482640,127.3251550,03,02,Y,내판4-7,01,4,4,녹색+녹색화살표+황색+적색,45+20+3+52,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,내판로,03,,세종특별자치시 연동면 내판리 325-2,36.5481750,127.3249770,03,02,Y,내판4-8,01,4,4,녹색+녹색화살표+황색+적색,45+20+3+52,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,다정남로,03,,세종특별자치시 다정동 9-7,36.4951200,127.2491150,03,02,Y,다정1-1,01,3,3,녹색+황색+적색,97+3+20,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
"세종특별자치시",없음,시도,없음,다정남로,03,,세종특별자치시 다정동 9-7,36.4952000,127.2478510,03,02,Y,다정1-2,01,3,3,녹색+황색+적색,97+3+20,02,2,1,N,00:00,00:00,N,N,N,,세종시청,044-300-5536,2020-01-20
